abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
"['Intimidate', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3888888888888889,3840,70,340,120,Starling Pokémon,0.19999999999999998,1059860,0.6,55,Mukubirdムクバード,Staravia,50.0,397,40,40,0.42857142857142855,normal,flying,15.5,4,0
"['Intimidate', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.638888888888889,3840,70,485,45,Predator Pokémon,0.2888888888888889,1059860,1.2,85,Mukuhawkムクホーク,Staraptor,50.0,398,50,60,0.5428571428571428,normal,flying,24.9,4,0
"['Simple', 'Unaware', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,3840,70,250,255,Plump Mouse Pokémon,0.15555555555555556,1000000,0.5,59,Bippaビッパ,Bidoof,50.0,399,35,40,0.14857142857142855,normal,,20.0,4,0
"['Simple', 'Unaware', 'Moody']",1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.4444444444444445,3840,70,410,127,Beaver Pokémon,0.24444444444444444,1000000,1.0,79,Beadaruビーダル,Bibarel,50.0,400,55,60,0.3771428571428571,normal,water,31.5,4,0
"['Shed Skin', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.11111111111111112,3840,70,194,255,Cricket Pokémon,0.16,1059860,0.3,37,Korobohshiコロボーシ,Kricketot,50.0,401,25,41,0.11428571428571428,bug,,2.2,4,0
"['Swarm', 'Technician']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.4444444444444445,3840,70,384,45,Cricket Pokémon,0.20444444444444443,1059860,1.0,77,Korotockコロトック,Kricketune,50.0,402,55,51,0.34285714285714286,bug,,25.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.3333333333333333,5120,70,263,235,Flash Pokémon,0.1288888888888889,1059860,0.5,45,Kolinkコリンク,Shinx,50.0,403,40,34,0.22857142857142854,electric,,9.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.4444444444444445,5120,100,363,120,Spark Pokémon,0.19555555555555554,1059860,0.9,60,Luxioルクシオ,Luxio,50.0,404,60,49,0.3142857142857143,electric,,30.5,4,0
"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.638888888888889,5120,70,523,45,Gleam Eyes Pokémon,0.3288888888888889,1059860,1.4,80,Rentorarレントラー,Luxray,50.0,405,95,79,0.37142857142857144,electric,,42.0,4,0
"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.1388888888888889,5120,70,280,255,Bud Pokémon,0.13333333333333333,1059860,0.2,40,Subomieスボミー,Budew,50.0,406,50,70,0.2857142857142857,grass,poison,1.2,4,0
"['Natural Cure', 'Poison Point', 'Technician']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.3611111111111111,5120,70,515,75,Bouquet Pokémon,0.26666666666666666,1059860,0.9,60,Roseradeロズレイド,Roserade,50.0,407,125,105,0.48571428571428565,grass,poison,14.5,4,0
"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0.6666666666666666,7680,70,350,45,Head Butt Pokémon,0.15555555555555556,600000,0.9,67,Zugaidosズガイドス,Cranidos,88.1,408,30,30,0.3028571428571428,rock,,31.5,4,0
"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0.888888888888889,7680,70,495,45,Head Butt Pokémon,0.24444444444444444,600000,1.6,97,Rampaldラムパルド,Rampardos,88.1,409,65,50,0.3028571428571428,rock,,102.5,4,0
"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0.20555555555555555,7680,70,350,45,Shield Pokémon,0.5022222222222222,600000,0.5,30,Tatetopsタテトプス,Shieldon,88.1,410,42,88,0.14285714285714285,rock,steel,57.0,4,0
"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,0.2611111111111111,7680,70,495,45,Shield Pokémon,0.7244444444444444,600000,1.3,60,Toridepsトリデプス,Bastiodon,88.1,411,47,138,0.14285714285714285,rock,steel,149.5,4,0
"['Shed Skin', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.13333333333333333,3840,70,224,120,Bagworm Pokémon,0.17777777777777778,1000000,0.2,40,Minomucchiミノムッチ,Burmy,50.0,412,29,45,0.17714285714285713,bug,,3.4,4,0
"['Anticipation', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,0.35555555555555557,3840,70,424,45,Bagworm Pokémon,0.4,1000000,0.5,60,Minomadam (kusaki No Mino)ミノマダム,Wormadam,0.0,413,69,95,0.17714285714285713,bug,grass,6.5,4,0
"['Swarm', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.49444444444444446,3840,70,424,45,Moth Pokémon,0.19999999999999998,1000000,0.9,70,Gamaleガーメイル,Mothim,100.0,414,94,50,0.3485714285714286,bug,flying,23.3,4,0
"['Honey Gather', 'Hustle']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.1388888888888889,3840,70,244,120,Tiny Bee Pokémon,0.16444444444444445,1059860,0.3,30,Mitsuhoneyミツハニー,Combee,88.1,415,30,42,0.37142857142857144,bug,flying,5.5,4,0
"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.4166666666666667,3840,70,474,45,Beehive Pokémon,0.4311111111111111,1059860,1.2,70,Beequenビークイン,Vespiquen,0.0,416,80,102,0.19999999999999998,bug,flying,38.5,4,0
"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.2222222222222222,2560,100,405,200,EleSquirrel Pokémon,0.2888888888888889,1000000,0.4,60,Pachirisuパチリス,Pachirisu,50.0,417,45,90,0.5142857142857142,electric,,3.9,4,0
"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,5120,70,330,190,Sea Weasel Pokémon,0.13333333333333333,1000000,0.7,55,Buoyselブイゼル,Buizel,50.0,418,60,30,0.45714285714285713,water,,29.5,4,0
"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5555555555555556,5120,70,495,75,Sea Weasel Pokémon,0.2222222222222222,1000000,1.1,85,Floazelフローゼル,Floatzel,50.0,419,85,50,0.6285714285714286,water,,33.5,4,0
['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.16666666666666666,5120,70,275,190,Cherry Pokémon,0.17777777777777778,1000000,0.4,45,Cherinboチェリンボ,Cherubi,50.0,420,62,53,0.17142857142857143,grass,,3.3,4,0
['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.3055555555555556,5120,70,450,75,Blossom Pokémon,0.2888888888888889,1000000,0.5,70,Cherrimチェリム,Cherrim,50.0,421,87,78,0.45714285714285713,grass,,9.3,4,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.23888888888888887,5120,70,325,190,Sea Slug Pokémon,0.1911111111111111,1000000,0.3,76,Karanakushiカラナクシ,Shellos,50.0,422,57,62,0.1657142857142857,water,,6.3,4,0
"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.43333333333333335,5120,70,475,75,Sea Slug Pokémon,0.28,1000000,0.9,111,Tritodonトリトドン,Gastrodon,50.0,423,92,82,0.19428571428571428,water,ground,29.9,4,0
"['Technician', 'Pickup', 'Skill Link']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5277777777777778,5120,100,482,45,Long Tail Pokémon,0.27111111111111114,800000,1.2,75,Etebothエテボース,Ambipom,50.0,424,60,66,0.6285714285714286,normal,,20.3,4,0
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,0.25,7680,70,348,125,Balloon Pokémon,0.1288888888888889,1640000,0.4,90,Fuwanteフワンテ,Drifloon,50.0,425,60,44,0.37142857142857144,ghost,flying,1.2,4,0
"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,0.4166666666666667,7680,70,498,60,Blimp Pokémon,0.17333333333333334,1640000,1.2,150,Fuwarideフワライド,Drifblim,50.0,426,90,54,0.42857142857142855,ghost,flying,15.0,4,0
"['Run Away', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3388888888888889,5120,0,350,190,Rabbit Pokémon,0.17333333333333334,1000000,0.4,55,Mimirolミミロル,Buneary,50.0,427,44,56,0.45714285714285713,normal,,5.5,4,0
"['Cute Charm', 'Klutz', 'Limber']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7277777777777777,5120,140,580,60,Rabbit Pokémon,0.3955555555555556,1000000,1.2,65,Mimilopミミロップ,Lopunny,50.0,428,54,96,0.7428571428571429,normal,,33.3,4,0
['Levitate'],0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.3055555555555556,6400,35,495,45,Magical Pokémon,0.24444444444444444,800000,0.9,60,Mumargiムウマージ,Mismagius,50.0,429,105,105,0.5714285714285714,ghost,,4.4,4,0
"['Insomnia', 'Super Luck', 'Moxie']",1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.6666666666666666,5120,35,505,30,Big Boss Pokémon,0.20888888888888887,1059860,0.9,100,Dongkarasuドンカラス,Honchkrow,50.0,430,105,52,0.3771428571428571,dark,flying,27.3,4,0
"['Limber', 'Own Tempo', 'Keen Eye']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2777777777777778,5120,70,310,190,Catty Pokémon,0.16444444444444445,800000,0.5,49,Nyarmarニャルマー,Glameow,24.6,431,42,37,0.45714285714285713,normal,,3.9,4,0
"['Thick Fat', 'Own Tempo', 'Defiant']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42777777777777776,5120,70,452,75,Tiger Cat Pokémon,0.26222222222222225,800000,1.0,71,Bunyattoブニャット,Purugly,24.6,432,64,59,0.6114285714285714,normal,,43.8,4,0
['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.1388888888888889,6400,70,285,120,Bell Pokémon,0.19999999999999998,800000,0.2,45,Lisyanリーシャン,Chingling,50.0,433,65,50,0.22857142857142854,psychic,,0.6,4,0
"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.32222222222222224,5120,70,329,225,Skunk Pokémon,0.18666666666666668,1000000,0.4,63,Skunpuuスカンプー,Stunky,50.0,434,41,41,0.3942857142857143,poison,dark,19.2,4,0
"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.48888888888888893,5120,70,479,60,Skunk Pokémon,0.27555555555555555,1000000,1.0,103,Skutankスカタンク,Skuntank,50.0,435,71,61,0.4514285714285714,poison,dark,38.0,4,0
"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,0.10555555555555556,5120,70,300,255,Bronze Pokémon,0.36000000000000004,1000000,0.5,57,Dohmirrorドーミラー,Bronzor,,436,24,86,0.10285714285714286,steel,psychic,60.5,4,0
"['Levitate', 'Heatproof', 'Heavy Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,0.4666666666666667,5120,70,500,90,Bronze Bell Pokémon,0.49333333333333335,1000000,1.3,67,Dohtakunドータクン,Bronzong,,437,79,116,0.16,steel,psychic,187.0,4,0
"['Sturdy', 'Rock Head', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0.4166666666666667,5120,70,290,255,Bonsai Pokémon,0.4,1000000,0.5,50,Usohachiウソハチ,Bonsly,50.0,438,10,45,0.02857142857142857,rock,,15.0,4,0
"['Soundproof', 'Filter', 'Technician']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.11111111111111112,6400,70,310,145,Mime Pokémon,0.17777777777777778,1000000,0.6,20,Maneneマネネ,Mime Jr.,50.0,439,70,90,0.3142857142857143,psychic,fairy,13.0,4,0
"['Natural Cure', 'Serene Grace', 'Friend Guard']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,10240,140,220,130,Playhouse Pokémon,0.0,800000,0.6,100,Pinpukuピンプク,Happiny,0.0,440,15,65,0.14285714285714285,normal,,24.4,4,0
"['Keen Eye', 'Tangled Feet', 'Big Pecks']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,5120,35,411,30,Music Note Pokémon,0.17777777777777778,1059860,0.5,76,Perapペラップ,Chatot,50.0,441,92,42,0.49142857142857144,normal,flying,1.9,4,0
"['Pressure', 'Infiltrator']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.4833333333333334,7680,70,485,100,Forbidden Pokémon,0.4577777777777778,1000000,1.0,50,Mikarugeミカルゲ,Spiritomb,50.0,442,92,108,0.17142857142857143,ghost,dark,108.0,4,0
"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0.3611111111111111,10240,70,300,45,Land Shark Pokémon,0.17777777777777778,1250000,0.7,58,Fukamaruフカマル,Gible,50.0,443,40,45,0.2114285714285714,dragon,ground,20.5,4,0
"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0.4722222222222222,10240,70,410,45,Cave Pokémon,0.26666666666666666,1250000,1.4,68,Gabiteガバイト,Gabite,50.0,444,50,55,0.44,dragon,ground,56.0,4,0
"['Sand Veil', 'Rough Skin']",1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0.9166666666666667,10240,70,700,45,Mach Pokémon,0.4888888888888889,1250000,1.9,108,Gaburiasガブリアス,Garchomp,50.0,445,120,95,0.4971428571428571,dragon,ground,95.0,4,0
"['Pickup', 'Thick Fat', 'Gluttony']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444445,10240,70,390,50,Big Eater Pokémon,0.15555555555555556,1250000,0.6,135,Gonbeゴンベ,Munchlax,88.1,446,40,85,0.0,normal,,105.0,4,0
"['Steadfast', 'Inner Focus', 'Prankster']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.3611111111111111,6400,70,285,75,Emanation Pokémon,0.15555555555555556,1059860,0.7,40,Rioluリオル,Riolu,88.1,447,35,40,0.3142857142857143,fighting,,20.2,4,0
"['Steadfast', 'Inner Focus', 'Justified']",0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,0.7777777777777778,6400,70,625,45,Aura Pokémon,0.36888888888888893,1059860,1.2,70,Lucarioルカリオ,Lucario,88.1,448,140,70,0.6114285714285714,fighting,steel,54.0,4,0
"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.37222222222222223,7680,70,330,140,Hippo Pokémon,0.3244444444444445,1250000,0.8,68,Hippopotasヒポポタス,Hippopotas,50.0,449,38,42,0.15428571428571428,ground,,49.5,4,0
"['Sand Stream', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.5944444444444444,7680,70,525,60,Heavyweight Pokémon,0.5022222222222222,1250000,2.0,108,Kabaldonカバルドン,Hippowdon,50.0,450,68,72,0.24,ground,,300.0,4,0
"['Battle Armor', 'Sniper', 'Keen Eye']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,0.25,5120,70,330,120,Scorpion Pokémon,0.3777777777777778,1250000,0.8,40,Scorupiスコルピ,Skorupi,50.0,451,30,55,0.34285714285714286,poison,bug,12.0,4,0
"['Battle Armor', 'Sniper', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.4722222222222222,5120,70,500,45,Ogre Scorp Pokémon,0.4666666666666667,1250000,1.3,70,Dorapionドラピオン,Drapion,50.0,452,60,75,0.5142857142857142,poison,dark,61.5,4,0
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,0.3111111111111111,2560,100,300,140,Toxic Mouth Pokémon,0.15555555555555556,1000000,0.7,48,Gureggruグレッグル,Croagunk,50.0,453,61,40,0.2571428571428571,poison,fighting,23.0,4,0
"['Anticipation', 'Dry Skin', 'Poison Touch']",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,0.5611111111111111,5120,70,490,75,Toxic Mouth Pokémon,0.26666666666666666,1000000,1.3,83,Dokurogドクロッグ,Toxicroak,50.0,454,86,65,0.45714285714285713,poison,fighting,44.4,4,0
['Levitate'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5277777777777778,6400,70,454,200,Bug Catcher Pokémon,0.2977777777777778,1250000,1.4,74,Muskippaマスキッパ,Carnivine,50.0,455,90,72,0.23428571428571426,grass,,27.0,4,0
"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.24444444444444446,5120,70,330,190,Wing Fish Pokémon,0.22666666666666666,600000,0.4,49,Keikouoケイコウオ,Finneon,50.0,456,49,61,0.3485714285714286,water,,7.0,4,0
"['Swift Swim', 'Storm Drain', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.35555555555555557,5120,70,460,75,Neon Pokémon,0.3155555555555556,600000,1.2,69,Neolantネオラント,Lumineon,50.0,457,69,86,0.49142857142857144,water,,24.0,4,0
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.08333333333333334,6400,70,345,25,Kite Pokémon,0.19999999999999998,1250000,1.0,45,Tamantaタマンタ,Mantyke,50.0,458,60,120,0.2571428571428571,water,flying,65.0,4,0
"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,0.31666666666666665,5120,70,334,120,Frosted Tree Pokémon,0.19999999999999998,1250000,1.0,60,Yukikaburiユキカブリ,Snover,50.0,459,62,60,0.19999999999999998,grass,ice,50.5,4,0
"['Snow Warning', 'Soundproof']",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,0.7055555555555556,5120,70,594,60,Frosted Tree Pokémon,0.4444444444444445,1250000,2.2,90,Yukinoohユキノオー,Abomasnow,50.0,460,132,105,0.14285714285714285,grass,ice,135.5,4,0
"['Pressure', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,0.638888888888889,5120,35,510,45,Sharp Claw Pokémon,0.26666666666666666,1059860,1.1,70,Manyulaマニューラ,Weavile,50.0,461,45,85,0.6857142857142857,dark,ice,34.0,4,0
"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,0.3611111111111111,5120,70,535,30,Magnet Area Pokémon,0.4888888888888889,1000000,1.2,70,Jibacoilジバコイル,Magnezone,,462,130,90,0.3142857142857143,electric,steel,180.0,4,0
"['Own Tempo', 'Oblivious', 'Cloud Nine']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444445,5120,70,515,30,Licking Pokémon,0.4,1000000,1.7,110,Berobeltベロベルト,Lickilicky,50.0,463,80,95,0.2571428571428571,normal,,140.0,4,0
"['Lightningrod', 'Solid Rock', 'Reckless']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.75,5120,70,535,30,Drill Pokémon,0.5555555555555555,1250000,2.4,115,Dosidonドサイドン,Rhyperior,50.0,464,55,55,0.19999999999999998,ground,rock,282.8,4,0
"['Chlorophyll', 'Leaf Guard', 'Regenerator']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5277777777777778,5120,70,535,30,Vine Pokémon,0.5333333333333333,1000000,2.0,100,Mojumboモジャンボ,Tangrowth,50.0,465,110,50,0.2571428571428571,grass,,128.6,4,0
"['Motor Drive', 'Vital Spirit']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6555555555555556,6400,70,540,30,Thunderbolt Pokémon,0.27555555555555555,1000000,1.8,75,Elekibleエレキブル,Electivire,75.4,466,95,85,0.5142857142857142,electric,,138.6,4,0
"['Flame Body', 'Vital Spirit']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,6400,70,540,30,Blast Pokémon,0.27555555555555555,1000000,1.6,75,Booburnブーバーン,Magmortar,75.4,467,125,95,0.44571428571428573,fire,,68.0,4,0
"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.25,2560,70,545,30,Jubilee Pokémon,0.4,800000,1.5,85,Togekissトゲキッス,Togekiss,88.1,468,120,115,0.42857142857142855,fairy,flying,38.0,4,0
"['Speed Boost', 'Tinted Lens', 'Frisk']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.39444444444444443,5120,70,515,30,Ogre Darner Pokémon,0.36000000000000004,1000000,1.9,86,Megayanmaメガヤンマ,Yanmega,50.0,469,116,56,0.5142857142857142,bug,flying,51.5,4,0
